,id,suggestion,author,date_created,last_upvoted,comments,votes,Description
123,210998,Superlike feature,alberthallingtonianianan,"31 Aug, 2021",2 days ago,0,9,"It can be difficult to tell if a swipe means anything coming from another party. It could mean they're actually interested, or it could (and only too often does) mean absolutely nothing at all. It would be appropriate to have some sort of ""superlike"" feature that would allow you to do one of two things: 1 - ""superlike"" a profile as you're casually swiping. This could be some sort of button or whatever, similar to how you would send a note... but not necessarily needing to send a message.  2 - provided you have already matched with someone, you could ""upgrade"" your ""like"" to a ""superlike"" and thus let the other person know you're ACTUALLY INTERESTED.  This simple feature would eliminate a great deal of confusion."
124,164959,Tagging the other people in the photo,Alex,"02 Mar, 2021",08 Jul,0,9,Sometimes I wanna know who the other cutie is... so if they like tagged their profile or insta that would be great
125,187103,Reverify people regularly,Isabella,"24 May, 2021",03 Jul,1,8,"Its easy to get verified and then change your pictures after, maybe reverifying people every few months or something to help maintain peoples integrity and keep people on the app safe:)"
126,198728,Read receipt for notes,Jeff,"20 Jul, 2021",2 days ago,0,8,Show when your note has been read.
127,185701,Ward hopping,Lindsay,"16 May, 2021",07 Jul,0,8,Have the choice to block those ward hopping if you're not interested in those outside your seeking radius.
128,190597,Filter by region,Matt,"10 Jun, 2021",04 Jun,12,7,Sometimes if I have my search distance to worldwide I only see people from certain regions that I may not want to co sider moving to. It would be nice to be able to filter those out
129,194489,Filter modesty,Mitch,"29 Jun, 2021",08 Jul,5,7,"Be able to filter out anyone who is wearing immodest clothing (bikini, shirtless, etc.) in their profile pictures. The community guidelines don't have high enough standards for some people, and this will make it more friendly to those who are not satisfied with the lax standards."
130,214101,Hair and eye color filter,Joe,"14 Sep, 2021",09 Jul,3,7,"Filter potential spouse by hair and eye color. Many people are looking for someone with particular traits like blond hair, blue eyes etc. For those people it would make the app more effective by incorporating this feature. Similar idea to height filter."
131,185111,Healthy fitness level filter,Anonymous,"13 May, 2021",11 Jun,3,7,"Have the ability to filter and not get flooded with people who don't workout when it's super important to you is key in compatibility. Most dating apps have an option to filter on either activity level, # of times they workout a week, etc any of those would do '?"
132,169315,Picture suggestions,Jake,"14 Mar, 2021","26 Jul, 2021",3,7,"Its rough when someone adds a picture and they have a facemask, are with 3 other people, it's their dog, or otherwise don't show themselves at all. I have no idea what they look like when they do that.  When creating your account maybe have suggestions for adding pictures and maybe an AI to detect if the picture ""doesn't show you very well"" doesn't have to block the picture just.. suggest an edit."
133,222916,Another ui overhaul,Ammon,"09 Oct, 2021",03 Jul,2,7,"The latest UI update that changed the majority of the app interface is just bad. The change in font, the positioning of names/locations, and the massive menu bar at the bottom makes it feel like an app from 2012, not 2021. The old design was SO clean and easy to use, I can't understand what possessed the team to make such drastic changes for the worse. In its current state, I have a hard time spending any time in the app because it feels so stunted and clunky. My suggestion in one sentence: Revert the UI back to the old version or spend more time making it better."
134,190987,Account vacationtake a break mode,Adam Proctor,"13 Jun, 2021","17 Dec, 2021",2,7,You can set your account to take a break beachside you need some time away but don't want to delete or leave it live and do am major clean up. This is so you don't need to delete the account and you would not come back to matches that that may have been around and the user think you did not
135,169853,I dont like you,Alec,"15 Mar, 2021",07 Jul,2,7,When you're swiping down on someone in the normal queue they're immediately taken out of the see who liked you queue
136,232162,More info snippets,Sid,"12 Nov, 2021",09 Jul,1,7,"Something I really appreciate in the Hinge App, that I would also love to see in Mutual, would be a section/scrollbar for more quick snippets of info.  In Hinge, they have a little 'optional' section that includes quick, possibly deal-breaker info  with cute, easy icons included, like, 'has kids', 'wants kids', 'drinks sometimes', 'never smokes', etc. I would appreciate adding even more on Mutual than what Hinge has like, 'is ok with cussing' or other more culturally-specific tid-bits."
137,196166,Change location,Chantelle,"06 Jul, 2021",27 May,1,7,Be able to change my location if I know I'm moving soon to be in that area instead of where I'm at currently. Or change it to home if I'm traveling.
138,183681,Hide me from certain names,Halsey W,"06 May, 2021",08 Jul,1,7,"A filter option to hide your profile from certain first names (stalkers, exs, people you'd rather not come across again)"
139,284319,Inability to screenshot,Lily,06 Mar,2 days ago,0,7,"A privacy feature, like so many streaming services have, that doesn't allow/causes a blacked-out screen for screenshots would allay reservations some users might have about creating an account."
140,223698,Be notified when a match decides to say goodbye,DJ,"11 Oct, 2021",07 Jul,0,7,"Recently I received a notification saying someone messaged me. But when I went in to messages that person was deleted from my message page. I can only assume he decided he wasn't interested, and unmatched me. It would be nice if the app notified you of this."
141,211333,Liked image,Payton,"02 Sep, 2021",09 Jul,0,7,"When matched with, see which image they swiped up on. And/or which image is most swiped on."
142,201202,Premium lite,Josh,"02 Aug, 2021",17 Feb,0,7,"Different subscription ""plans"" for mutualUp that are more affordable and have fewer features. For example, Premium Lite could give users access to a couple things like just the height filter and additional notes."
143,192814,Remove unnecessary notifications,Mac,"19 Jun, 2021",01 May,0,7,"Stop telling me ""your next adventure is just a swipe away"" or whatever. Your random notifications are annoying and unnecesaary"
144,201800,Add a lifetime membership option,T,"05 Aug, 2021",30 Jun,3,6,Please consider adding a lifetime membership option to the service. Other apps already have this capability and Mutual could benefit from this feature.
145,175219,Down to chat toggle,Jairon Terrero,"30 Mar, 2021",07 Jul,3,6,"Even if I swipe down on someone, I'm still more than happy to chat, exchange memes, and make friends that person. Similarly, I would love to just make friends with the people that I don't match with (regardless of which of us doesn't swipe up). I think making a dynamic that allows people to get to know each other without any expectations about having to go on a date or make a relationship would make the process more natural and appealing to everyone. As such, it would be cool to be able to toggle a feature that lets anyone say hi to me (or me to them if they have it enabled). I realize this is an awful lot like sending notes, but I feel like sending notes just seems act of desperation haha so I never do it. All in all, it would be great if the platform could be used to meet friends rather than only bringing together people who both find each other attractive."
146,210999,Match guide,alberthallingtonianianan,"31 Aug, 2021",07 Jul,2,6,"This is a feature that facebook dating has and that I think would do absolutely wonderful on mutual. You should be able to (and even be encouraged to) fill out a voluntary ""match guide"" that would give your potential matches some sort of idea what you expect. Some people handle sarcasm really well, others not so much. Some people want a funny, cheesy, sarcastic pickup line, while other people think those are dumb and would prefer you to be direct.  A short ""match guide"" that users fill out and that would be displayed once you match with someone would really help both parties understand what the other is expecting and would likely lead to better conversations, more engagement, and thus more success, more refferals to mutual, more time spent on the app, more ad impressions, more mutualUp users, etc.  Beneficial to all parties involved."
147,205322,Matchmaking mode,David,"28 Aug, 2021",11 Jun,2,6,Youre shown two random profiles and you get to decide if you think they seem like a good match. Recommendations are sent to people based on who others have matched them with. You get trophies or something if you set up a successful match
148,200820,Edit sent notes,Sarah Campbell,"30 Jul, 2021",03 Jul,2,6,The ability to either erase or change notes you've sent in the past. Profiles will show up in your swipes again!
149,189876,Mix in people that like me,TJ,"08 Jun, 2021",2 days ago,2,6,I've been swiping through people for hours and the number of people that like me still hasn't changed up or down. I don't want to pay to see exactly who likes me. Please mix them in with all the other people. This seems like the opposite of what this app is supposed to do.
150,196140,Sort matches by distance,Ddport,"06 Jul, 2021",07 Jul,1,6,I would like to sort Matches by Distance. See who is local.
151,188118,More profile prompts,J,"31 May, 2021",27 May,1,6,It can help people start a profile (and can help in starting a conversation) if people can list answers to multiple profile prompts/questions to answer about themselves rather than just one message box that says 'say something about yourself' or 'would you rather skydive or shark dive'.
152,165097,Filter instagram profile,Leonard,"02 Mar, 2021","31 Jul, 2021",1,6,I have seen many profiles that takes advantage of the app to raise their Instagram profile followers.
153,205697,Dont erase chats,Mike,"29 Aug, 2021",2 days ago,0,6,Please don't erase chat conversations after a matter of weeks.  Please consider leaving them up permanently or at least 4-6 months.
154,203302,Unblock,Keith,"16 Aug, 2021",07 Jul,0,6,How do I see who I have blocked and maybe even unblock them?
155,200935,Link friends mutual profiles to one another for easy browsing,Sam,"31 Jul, 2021",2 days ago,0,6,"If someone likes me then chances are they'll also like my friends since we have similar interests and lifestyles. It would be an ""if you liked this person chances are you'll also like this person"" sort of feature."
156,195253,Pause locations,Josh,"02 Jul, 2021",03 Jul,0,6,"I think it'd be great to pause your location for when you go on short trips. That way you can still be active but not have your location change because you're away for the weekend. In situations where it's a longer trip, i.e. more than a week or two, users should probably pause their profile or just not use Mutual for the time being."
157,190895,Refresh messages within the messages page,Brett,"12 Jun, 2021",03 Jul,0,6,Being able to swipe down from the top of the messages page to refresh messages. Right now I have to go in and out of the page to do so.
158,188240,X miles away,Madeleine,"01 Jun, 2021",03 Jul,3,5,"We have our distance filters, but some live in areas with very few members and must set the distance filter to 100, 200, or 250 miles for enough variety/choices.  It would be nice to see an exact distance with a given match so you don't have to google their location to see how difficult it would be to actually meet up in person."
159,281412,Force users to complete verification,Michael,20 Feb,09 Jul,1,5,"Users should be forced complete verification before they can show up in the matchmaker. This requirement should be considered essential for the safety of users. Aside from that, it helps prevent bot accounts from wasting our time."
160,253900,Background check every profile claim,Joel,"04 Dec, 2021",25 May,1,5,"Every attribute on a profile should have a background check process behind it to confirm it. Examples of important profile claims that should be verified by a background check service includes: martial status, children, income, credit score, job history, education, and criminal record. The results of a medical checkup would confirm height, weight, drug/substance usage, and fitness level."
161,211582,See who took a screenshot,Shei,"04 Sep, 2021",08 Jul,1,5,
162,194908,Let me change my name,Jessica/Jessie,"01 Jul, 2021","06 Dec, 2021",1,5,"I wish I could change my name to my nickname. I even changed it on Facebook which is where my profile initiated from, but it did not change it on my profile. It is very frustrating."
163,188038,Change ux to incorporate text and pictures,Joshua,"30 May, 2021","04 Sep, 2021",1,5,"Instead of tapping to see more about a person, you swiping left and right should alternate between pictures and text. For example:Screen 1 PhotoScreen 2 Name, location, about me blurbScreen 3 PhotoScreen 4 Work, education, mission Screen 5 photoScreen 6 small blurb like favorite first date, thing I couldn't live without, etc (like a random tidbit fact)Screen 7 photo Screen 8 small blurb again (but different) like favorite first date, thing I couldn't live without, etc (like a random tidbit fact)Screen 9 Photo Screen 10 instagram, Spotify"
164,308444,Competitive price compared to other dating apps like 499mo,Tim W,16 Jun,07 Jul,0,5,"Compared to other apps like Facebook Dating, Plenty of Fish, Christian Mingle, etc. They have a free membership with unlimited swipes and five messages a week/month. Regular membership for $4.99/mo with up to three matches that have unlimited messages after the first five. Premium membership for $9.99/mo that allows unlimited everything and includes other perks like video calls, giveaways for dates, calendar sharing so people can set up dates, discounts to events when tickets are bought through the app and more. Most other dating apps make most of their money through sponsorships for discount codes and purchase made through them."
165,284245,Change the screen after a match,Aaron,05 Mar,09 Jul,0,5,The screen we see when we match with someone causes a poor experience. We see half of our own face (which isn't pretty unnecessary) and half the face of the person we matched with (which is pretty unhelpful). The only thing we can do at that point is message the person right away and can't even view their profile.  The only way we can look at their profile to do that is to exit out of the 50% face screen and go into our conversations to find the people we've matched with but haven't yet spoken to. It doesn't flow well at all. It would be better if we could see right into their profile to find a picture or party of their bio to comment on.
166,269055,Replace gloomy cloud image,Jonathan,05 Jan,09 Jul,0,5,"Please replace the gloomy gray cloud image when there are no more results. Maybe a sky image, or a temple, or the mountains or ocean. That gray photo is so depressing. It's sad enough that there are no more results, we need a photo that communicates hope and happiness, not that we're entering outer darkness. Thank you so much!!!"
167,268925,Texting vs in person,Sarah,05 Jan,08 Jul,0,5,"Lots of people say they prefer to meet up in person before texting too long, but I like to get to know someone over text for a long time before spending time in person. Can there be a slider or tag for this?"
168,224556,Match map,Cory,"13 Oct, 2021",07 Jul,0,5,A map for you matches so when you are planning a trip you can see who you'll be near or who you'll pass on your way.
169,223700,Like declined,DJ,"11 Oct, 2021",today,0,5,"When you swipe up in someone you like' how do we know if they swiped down because they don't like us. Or they just haven't viewed their likes. It would be nice to be able to see the people we swiped up on, and the status."
170,221447,Stop repeating,Scott,"03 Oct, 2021",03 Jul,0,5,I've been cycling through the same people repeatedly within a few minutes. I'd suggest you see if that something you can fix.
171,218963,Allow users to hide read receipts,Michael Allen,"26 Sep, 2021",07 Jul,0,5,"Not everyone has the time to respond right away to messages. Users should be allowed to enable and disable read receipts. On Mutual, this appears as two check marks next to a sent message that has been viewed by the receiver. Other dating apps allow you to do this. It could be a simple toggle switch in the settings of the app."
172,197187,Remove unnecessary notifications,Mac,"09 Jul, 2021",27 May,0,5,"I posted this before and they labeled it as a bug. THIS IS NOT A BUG! It's unnecessary notifications that are akin to Facebook sending ""someone you MIGHT know is on facebook"". I don't care and it's a shameless attempt to get people to get on the app and it's so annoying! The worst part is that if you turn off these notifications it also turns off notifications for matches and messages. I just want you to get rid of irrelevant and unnecessary notifications."
173,188057,Reset undo removed deleted match matches,Dallin,"30 May, 2021",23 Feb,0,5,"At times I have unmatched from multiple women (deleted/removed a match) and wish I could undo it, but I can't. The only way is if I delete my profile and start a new profile from scratch with the hope of finding them again."
174,183418,List location next to name in matches and archives,Brett,"04 May, 2021",27 May,0,5,"It is possible to accumulate quite a few contacts in Matches and Archives scattered all over the country, people I would love to meet in person, but it is tough to remember where they are from. It would be nice if next to their name in Matches and Archives it displayed their location as well. It seems like it would be easy to implement and it would be very handy... at least to me."
175,264559,New layout problematic,Mikki,"22 Dec, 2021",17 Feb,6,4,"Hi. Mutual is a great app and has always been super user friendly. The new layout design, however, is problematic. When you click on a profile to get someone's info and read their profile, some of the info is cut off as it doesn't fill the whole screen. There are many profiles I've clicked on where their height (in the upper right hand corner) gets cut off. Height is important to me, so that is very problematic. Why did you change the layout? It was actually better before. :)"
176,203999,Recommend a swipe to a friend,Dea,"21 Aug, 2021",26 Mar,4,4,"I have a lot of friends on mutual.   Frequently as I am scrolling through my feed, I will see a match and think, this sounds like someone my friend ____ would like.   But based on my friends filters they might never see them. Could we make it so I could somehow share or recommend a swipe to a friend?"
177,285645,Photo descriptions more photos,Bartholemew,13 Mar,03 Jul,2,4,Add descriptions to our uploaded photos as well as adding to the number of photos one can upload.
178,224559,Exclude certain locations,Cory,"13 Oct, 2021",07 Jul,2,4,If I want to search worldwide but exclude a state or a country
179,198315,Match reminder,Garret,"17 Jul, 2021","17 Dec, 2021",2,4,One idea I have is you could send reminders to people who they've matched with and give them a 2 day reminder if they haven't wrote to their match yet.
180,192905,Filter matches by location,Dax,"20 Jun, 2021",07 Jul,2,4,Be able to filter the matches you have by proximity to you.  If you're in St George you can see your match's in st George first or if you're in salt lake the same thing
181,184394,Have mutual make leaving feedback or contacting admin easily accessible,Danny,"10 May, 2021",05 Jan,1,4,"There have been a few times that I have had a suggestion or an issue, and unless I get the admin profile to 'make a suggestion' inserted between actual profiles, I can't make any suggestions or inquiries. There is no 'contact us' section or an easily and readily accessible comment link. It is random by chance when you are swiping on profiles. It seems to me that any app, particularly one that doesn't mind taking our money, really ought to make suggestions or issues something that everyone can easily do and find. It is phenomenally  frustrating and shady looking when you don't."
182,168995,A mutual themed apples to apples like game called its mutual,Samuel Ambler,"12 Mar, 2021","23 Jun, 2021",1,4,"The game is like apples to apples or what do you meme but based on Mutual. Basically someone will read a card which is the initial message after matching and then everyone else will put in a card with the response and then the reader will read the responses and choose the best/funniest. An example could be the initial card just says ""Hey."" And then some responses could be ""I think you should talk to your bishop"", ""Not what I was expecting from an RM"" or ""You're definitely EC material"". The name of the game would then be It's Mutual"
183,285801,Gpsprivacy,None of your beeswax,14 Mar,09 Jul,0,4,"GPS is wrong. Since you're the one who know your legal address and may or may not be accessing the app from home, you should be able to manually edit where you are from, choose if you want the app to access your GPS or not, and still be able to use the app. Being forced to provide the physical location where you are at any exact moment in order to use the app at all is invasive to privacy/not safe, potentially inaccurate to where one lives, and a violation of free agency. Manually typing in a city/state or zip code for a general search, and selecting to keep ones location private should be allowed."
184,272690,Add a spot for special needs people,Justin,19 Jan,07 Jul,0,4,To have a spot just for special needs people of the church.  There are a lot of us in the church and we want to have friends and meet people who are like us and others.
185,232160,Swipe up feedback,Sid,"12 Nov, 2021",05 Jul,0,4,"I love the Hinge app's feature that requires a user to select a specific part of a person's profile to like in order to 'swipe up' on someone. It personalizes the 'swiping' a bit more & makes users slow down a bit. The option to include a message too, with the 'like' selection, is pretty nice as well. This feature gives feedback to the person in a positive manner about what the user found interesting in one's profile and allows conversation to start more naturally by allowing one to essentially comment on a specific part of a profile. Also, likely because of this feature, the app has spread out the photos between prompts, which makes the profile more interesting to look through and encourages reading about the individual rather than solely paying attention to looks initially."
186,220259,Better verification,Ronnie,"28 Sep, 2021",07 Jul,0,4,Make people do a more thorough verification process that they are human and not a bot.
187,199469,Connect with others who served in same mission or where you live,Heather Elise Harkness,"25 Jul, 2021",03 Jul,0,4,Connect with others who served in same mission or where you live.
188,199400,Make copying text possible at least bios,Delbert,"24 Jul, 2021","17 Dec, 2021",0,4,"Looking up someone's insta or snap, if they include it in their bio, is tedious without copy & paste."
189,194293,Verify by member record number,Rachel,"28 Jun, 2021",08 Jul,0,4,Have people verify their profiles through their church record number. It will make the app safer and that way we'll know whether the person is truly LDS.
190,189874,Fix people showing up twice,TJ,"08 Jun, 2021",2 days ago,0,4,"When I'm swiping through people, there will be times when someone shows up a second time, even after I've liked/disliked them."
191,187004,No more ghost matches,X,"23 May, 2021",08 Apr,0,4,I have over 30 likes that I never get to even if I have no more to swipe on. Let people swipe on everyone even if they disappear from the filter range.
192,186483,Height filter,Ella,"20 May, 2021",07 Jul,0,4,"I don't understand why the height filter only works on my end. I only see specific people of the height range that I set, but people who are below/above that range can still swipe on me, which then shows up in my 'see people who have swiped up on you' section. I have that filter set for a reason. This doesn't happen with the age filter. I don't think anyone above or below my age range can see me. Why can't that happen with the height filter?"
193,175297,See who has premium,Mary,"31 Mar, 2021","03 May, 2021",0,4,"Nothing is worse than being left on read. So sometimes I'd like to be able to know if the other person has premium so I know if they see when I open their message or not. Sometimes I'm just busy and can't respond right away, but if I know they've seen that I've read their message, I'd try to answer more quickly. If they can't see it, I wouldn't feel anxious for reading it and not responding ASAP."
194,263612,Delete about me prompts,Cameron,"20 Dec, 2021",17 Feb,3,3,We can't delete questions/prompts to add to bio's. We want to get rid of questions
195,253882,Filter income level,Joel,"04 Dec, 2021",28 May,2,3,"Add filtering by income level. To be allowed to claim a certain income level on profile, require user to upload financial documents that a background check service verifies. Similar to the approval process for buying a home."
196,198980,Delete message,Rosa,"22 Jul, 2021",27 May,2,3,"To be able to delete messages, when one makes a mistake when we're writing,"
197,262981,Favorite quote,Nic,"18 Dec, 2021",08 Feb,1,3,"Under the 'About Me' topics, there could be a choice for favorite quote. I've seen a good amount of profiles that's use one underneath the About me section. I think having the ability to make its own thing will a long way. As quotes can tell you what kind of person you're potential match is."
198,202015,Save message as draft,Zach,"06 Aug, 2021",27 May,1,3,Save a message as a draft so you can finish/send a text later if you are interrupted
199,183925,Sort by distance,Alex,"07 May, 2021","10 Aug, 2021",1,3,"While the slider shows you everyone within x amount of miles, when you swipe I'd like to see the closest to the farthest away. Ex: I want to see everyone within 100 miles, it starts with people five miles away and then shows me people 10 miles away."
200,306835,How about you give other payment options beside dam google,Randle,10 Jun,05 Jul,0,3,I would give you money if you did have other payment options  besides  Google!!!!!
201,306328,Filter out inactive or hardly used profiles,Thomas F,08 Jun,05 Jul,0,3,"It seems like I run into lots of people I'm interested in, however It never seems to go anywhere. Just because the people I'm Interested in to begin with never get on Mutual. So I don't know if there's a way to make a filter so the people who use Mutual frequently enough who they can talk to. I know there's the verified profile thing, but beyond that I don't know of anything else. I feel like this would be helpful to do."
202,303534,Auto correctgrammer check while writing your message,Stuart Bailey,29 May,06 Jul,0,3,Sometimes people are in a hurry while writing a message and sometimes they either misspelled a word or bad Grammer on accident. So having a spell check and grammar check button before sending the message.
203,299626,Three strikes youre out,JJ,13 May,2 days ago,0,3,"For the sisters, and the brethren, but especially for the sisters being bothered by any potential sex pests, making an option to tag a conversation with a red flag that gets the pest blocked from that user but also filters them into a pool where if they are flagged by two other people as inappropriate gets their account reviewed for permanent deletion. That way Mutual creators don't have to take it upon themselves what is and isn't appropriate, like Twitter. But the person making judgement call on what is and isn't appropriate to them is the person the comments are being directed at.  One case could just be a difference of opinions on what is and isn't appropriate. Three cases is a red flag for review.  The system would also work for people soliciting money."
204,278948,Run out of suggested,Stefanie,10 Feb,03 May,0,3,"Sometimes I get the screen that says I've run out of matches, but all I have to do is close the app and then open it again to get more suggestions. It's annoying, because there are clearly more people out there to see."
205,251980,Voice memo included in bio with prompt question,Adam Garaycochea,"29 Nov, 2021",07 Jul,0,3,"Adding a prompt question with a voice memo response would make your profile much more real, and personal."
206,202351,Diversify your app store ad pictures,Sarah,"09 Aug, 2021","17 Dec, 2021",0,3,"The photos in your App Store ad pictures are all of women/from the man's scrolling perspective. It'd be nice if there were photos of men's profiles, like a woman would see if she was scrolling through. Also all the models are white :/"
207,201602,Notifications go away from your notification bar if youve opened the app,K,"04 Aug, 2021",19 Jun,0,3,"If I get a notification about a message or a new match, and I open the app through the app not the notification, the notification stays on my notification bar. It's pretty annoying. I open my phone and there's 4 mutual symbols, so I get excited. Then it just links back to old messages I already read."
208,200947,Make more moneys,Brenton Kloepfer,"31 Jul, 2021","17 Dec, 2021",0,3,"A way you could make more money is by having a feature where you can send a week or a month or whatever of free mutual to someone else. For example, Dwight you're single and it's your birthday, here's a month of mutual up on the house. The friend buys it gives it to Dwight as like a birthday present or something. You can do it with iBooks etc."
209,195353,Give referral,Jacob,"04 Jul, 2021","17 Dec, 2021",0,3,Be able to give a referral of a person you come across to one of your friends who are on mutual.
210,195213,Hide someones profile from your account,Courtney,"02 Jul, 2021","25 Dec, 2021",0,3,When hiding someone from your account they can not see you or search for you.   Thus they do not know they've  been hidden (blocked) from seeing you.
211,194730,Separate notification types,Alan,"30 Jun, 2021",27 May,0,3,"Be able to turn on or off notifications for messages, matches, local announcements, etc individually. Eg. I want message notifications but not announcements."
212,193047,Take out blur factor,Eden,"21 Jun, 2021","17 Dec, 2021",0,3,"When you swipe up or down it shows the next profile but blurry, and this is fine but it hurts my eyes! Makes them feel out of focus and if I swipe for longer than five mins I get a headache!!"
213,192615,Put people who have liked me in the front of my feed,Chad,"19 Jun, 2021","24 Jul, 2021",0,3,
214,190517,Tag match ratios,Jared,"10 Jun, 2021","25 Aug, 2021",0,3,"You should change / add the way you display tags numbers in the main person screen. So rather that it just being the number of similarities, it's a ratio between similarities and the total number of tags the other person has. Right now if I see a large number I immediately ask if the person has a billion tags and they usually do, but if they had a smaller number of total tags and a larger portion of those tags matched that would be something I'd be interested in knowing right off the bat."
215,189753,Dont start showing my halfcreated profile until i tell you im done with it,Kendra,"08 Jun, 2021",2 days ago,0,3,"The app crashed while I was in the middle of creating my profile and saved it as complete, and there was no way to turn off the half-finished profile so I had to panickedly write one and add pictures (which kept failing to upload) until it was at least was not embarrassing. It would be nice if I could hide my profile from other users while I was in the process of editing or creating it."
216,188393,Poke or reminder notification,James,"01 Jun, 2021","14 Jul, 2021",0,3,"How about a scheduled or occasional poke from the admin to some users who haven't been active for a while, it could help them to pass by. Yeah?"
217,187899,Make it easier to use the date calendar to put in your birthdate,Shawn,"28 May, 2021","25 Nov, 2021",0,3,Use a better scrolling calendar to enter your date of birth
218,186904,Suggestions,Steven Hyatt,"22 May, 2021","23 Jun, 2021",0,3,Make please make it so we can enlarge pictures
219,186471,Remove non active account,Radeb,"19 May, 2021",2 days ago,0,3,It's obnoxious when you may. And they don't message back EVER!
220,186420,Pin profile,Owen,"19 May, 2021",08 Feb,0,3,"Allows user to hold a profile on the app while it's closed so that same profile appears upon reopening. I found myself wanting to be able to do this as I had run out of messages and wanted to message someone, but wasn't able to until later, and the app was either closed or it refreshed (don't remember which) and there was a new profile in place when I opened the app again."
221,185706,Fisher interest tag,Sarah,"16 May, 2021",03 Jul,0,3,Why is the interests hashtag for a fisher 'fisherman'? Literally no need to gender that term :/
222,184920,Fix mexicos line,Kellen DeAlba,"12 May, 2021",03 Jul,0,3,"Beautiful Tacos and Beautiful Mexico is not the best way to describe the people of the country. It sounds like people are food, plus tacos is not the National dish, it's good food but street food."
223,183203,Display distance,DJ,"03 May, 2021","26 Jun, 2021",0,3,A feature that tells you how far this person is from you.  It would be nice to not have to switch back and forth between google maps and mutual to see if the distance is worth swiping up.
224,182927,Dont allow blurry pictures,Lynette Olsen,"01 May, 2021",12 Mar,0,3,It's frustrating to try to see if you would be attracted to a person when they uploaded blurry pictures of themselves
225,182641,Location in english,Theo,"29 Apr, 2021",03 Jul,0,3,I keep my phone in my mission language (Mandarin) so the app shares my location in Chinese. I've changed the app setting to English but I haven't been able to figure out how to get my location to be in English. Not sure if this is a new feature or a bug to be fixed. But I would love to see a change
226,180019,Stop scrolling to the top after click on a conversation and hit the back button,Gianny Ice,"18 Apr, 2021",09 Jun,0,3,"It's pretty annoying when I'm going through my list of conversations, click on one to read or respond, and then get sent back to the top of my conversations list. I then have to scroll down until I find where I was at. It should remember your scroll position so when you hit the back button from a conversation, it doesn't jump to the top."
227,310243,Get premium message in red,Andrea,22 Jun,22 Jun,2,2,Every time I chat with someone' the message ' get premium' appears in red under my messages. It makes me think people cannot read my messages
228,287457,Purchased notes fail,Jon,23 Mar,23 Mar,2,2,I purchased notes and I'm unable to send them. I see this as a liability on a purchase that has zero validity
229,269463,See whos in your general area,Ty,07 Jan,15 Apr,1,2,The idea is to see whos in your area within lets say 10 miles. But you get to see whos close to you without obviously saying exactly where your at. Other dating apps does this.
230,263544,Freeze profilematches,KJ,"19 Dec, 2021",07 Jul,1,2,"If you have matched with several people and start going out with one of them, it can become awkward to still be on the app. You don't know where the relationship is going, and you don't want to ghost the people in your chat, but it can also feel like you're cheating to keep talking to others in that situation. A 'freeze profile/chat' feature would still show you in current matches with others, but you wouldn't show up as available in future searches, and your profile would appear blurred or washed out so existing matches could see you are temporarily unavailable but interested in picking things up in the future. :)It is also frustrating to match with people who may just have neglected to shut down their profile after starting a relationship, so you never hear from them."
231,263297,Comment on peoples photos,Nicholas allen,"19 Dec, 2021",16 Jan,1,2,See people who like you based on photo comments
232,221738,Add a date andor version number when suggestions get added,Taylor,"05 Oct, 2021",03 Jul,1,2,When you guys mark a suggestion as done or especially a bug as fixed could you put when you added it or what version it's in? Some things have been marked as done or fixed but don't match up with how the app is.
233,195218,Height in high heals,Linda Manqana,"02 Jul, 2021",16 Jan,1,2,"Not that I'm short! But imagine if you can create an icon that Sisters can use to add their height in heals! '? the kind that Sister wear at weddings and church.  So this would require Sisters to include their height in as part of their profile.  I wouldn't want to be the guy with the Tall Sister in the room, I'm looking for my potential wife!"
234,170171,Bug on the verification,Mel,"16 Mar, 2021",03 Jul,1,2,"I swipe down on a profile that's been verified, but when I try to go back, the verification check is gone. It was doing that with a lot of the profiles."
235,169988,Por favor pongan el precio de la aplicacion segun el pais eso ayudaria mucho,JosÃ© GÃ³mez,"16 Mar, 2021","04 Jul, 2021",1,2,Pierden personas por que ellas se confunden si el precio es en d??lares o en la moneda de su pa??s.
236,308312,Unmatch no reason option,Amanda Fisher,15 Jun,07 Jul,0,2,"Why was the ""no reason"" option removed for unmatching? I don't want to report a person, sometimes you match accidentally, or are no longer interested."
237,308219,Make sending a note or comment required to send a like,Patrick,15 Jun,07 Jul,0,2,"To make swiping more intentional, make it so you have to send a note or leave a comment on something to send a like. This would make people self impose swiping limits and increase connection rather than just swiping mindlessly. This also would make it so sending notes is more normal and natural. On other apps like hinge, where leaving comments is as common as just a like,  you get so much more conversation and connection than on swiping apps"
238,308118,Dont make photos full screen,lana,14 Jun,2 days ago,0,2,Photos get distorted and don't look good when they're stretched to full screen.
239,302990,Clean slate,James Franckum,27 May,03 Jul,0,2,"There should be a way to 'Restart', re-boot, or start from a clean slate with your profile.  Some times you match with a person and it doesn't work out on the first swipe."
240,297801,Send a mutual dates suggestion in a note,Joshua,05 May,2 days ago,0,2,It'd be really nice to be able to send a note that says hey do you want to go get ice cream? with a link to the mutual date showing the place. I could even see bundling buying a mutual date with a free note  sending the date idea
241,296298,Change the x to something else,Maz,29 Apr,09 Jul,0,2,"I guess confused between the two X's when reading profile info. I often hit the X bottom left when I just want to go back to photos, accidentally ""down swiping"" a profile"
