,jobID,title,departmentName,description,summary,displayJob,dateUpdated,managerName,approximateHoursPerWeek,positionsAllocated,positionsAvailble,workSchedule,beginningDate,recruitingStartDate,requireResume,limitApplicants,limitNumber,applicants,jobQuestions,isOnline,allowOnline,jobMajors,startDate,endDate,payRate
213,1391533,SMMBC120 OnlineTutor,Online Student,"<p>Tutor is needed for the SMMBC 120: Social Media Marketing Strategy. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load</p>",Online Tutor is needed for the SMMBC 120: Social Media Marketing Strategy. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-08-27T19:01:50.2837596,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,95.0,Hours worked may vary according to student demand,2022-09-12T09:00:00,2020-11-06T01:00:00,True,True,50,[],[],False,True,[],2022-08-19T11:00:00,2022-09-08T09:00:00,10.0
214,508138,TESOL101 OnlineTutor,Online Student,"<p>Online Tutor for TESOL 101: Introduction to TESOL is needed to help students become acquainted with many practical aspects of TESOL. <span>The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span><span> </span></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p><p></p>","Online Tutor for TESOL 101: Introduction to TESOL. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. Applicants will use I-plan and Zoom to take appointments and meet with students online for tutoring needs. For more information please contact the Online TA/Tutoring Office at 208-496-1595 or onlineta@byui.edu. Our office may contact you by phone or text during the hiring process.

Directions for downloading unofficial student transcrip",True,2022-08-27T19:01:25.9305655,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,100.0,Flexible,2022-09-12T18:00:00,2019-08-22T01:00:00,True,False,0,[],[],False,True,[],2022-06-22T18:00:00,2022-09-07T18:00:00,10.0
215,342229,SOC111 OnlineTutor,Online Student,"<p>Online Tutor is needed for the SOC 111 class. <span><span>Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></span></p><p></p><p><span><span>Hiring Requirements: </span><span>Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better.</span><span> Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></span></p><p></p><p><span><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></span></p><p></p><p><span><span>Please up-load your unofficial transcript to this application by following the steps below:</span></span></p><p><span><span>1. Sign into the BYUI website</span></span></p><p><span><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></span></p><p><span><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></span></p><p><span><span>4. Select &#34;Records&#34;</span></span></p><p><span><span>5. Then, click on &#34;transcript request&#34;</span></span></p><p><span><span>6. On the left click &#34;view unofficial transcript&#34;</span></span></p><p><span><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></span></p><p><span><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></span></p><p><span><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></span></p><p></p><p></p><p></p>",Online Tutor is needed for the SOC 111. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-08-27T19:01:19.4561497,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,100.0,Hours worked may vary according to student demand,2022-09-12T13:00:00,2019-05-03T01:00:00,True,True,50,[],[],False,True,[],2022-06-24T12:00:00,2022-09-07T13:00:00,10.0
216,341583,SOC111 OnlineTutor,Campus Student,"<p>Online Tutor is needed for the SOC 111: Introduction to Sociology. <span><span>Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></span></p><p></p><p><span><span>Hiring Requirements: </span><span>Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better.</span><span> Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></span></p><p></p><p><span><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></span></p><p></p><p><span><span>Please up-load your unofficial transcript to this application by following the steps below:</span></span></p><p><span><span>1. Sign into the BYUI website</span></span></p><p><span><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></span></p><p><span><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></span></p><p><span><span>4. Select &#34;Records&#34;</span></span></p><p><span><span>5. Then, click on &#34;transcript request&#34;</span></span></p><p><span><span>6. On the left click &#34;view unofficial transcript&#34;</span></span></p><p><span><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></span></p><p><span><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></span></p><p><span><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></span></p><p></p>",Online Tutor is needed for the SOC 111: Introduction to Sociology. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-08-27T19:01:10.5786158,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,91.0,Hours worked may vary according to student demand,2022-09-12T21:00:00,2018-10-24T01:00:00,True,True,50,[],[],True,False,[],2022-06-24T23:00:00,2022-09-07T21:00:00,10.0
217,1545606,PSYCH342 OnlineTutor,Online Student,"<p><span> Online Tutor is needed for the PSYCH 342: </span>Abnormal Psychology<span>. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning).  </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span><span> </span><span> </span></p>","Tutor is needed for the PSYCH 342: Abnormal Psychology class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:46:43.3326097,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,100.0,Flexible,2022-09-12T06:00:00,2020-12-21T01:00:00,True,False,0,[],[],False,True,[],2022-06-14T06:00:00,2022-09-10T06:00:00,10.0
218,1253836,PSYCHCourses OnlineTutor,Campus Student,"<p><span> </span><span>Online tutor that can help students in any of the following classes is needed: PSYCH 111, PSYCH 112, PSYCH 201, PSYCH 302, PSYCH 311, PSYCH 342, or PSYCH 350. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></p><p></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah and must have received an A- or better in the classes. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p><span> Please indicate which PSYCH courses you can tutor, from the list above, on your application.Our office may contact you by phone or text during the hiring process.</span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please provide your </span><u>unofficial academic transcript</u><span> from BYUI by attaching it to this application by doing the following:</span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span><span> </span></p>","Online tutor that can help students in any of the following classes is needed: PSYCH 111, PSYCH 112, PSYCH 201, PSYCH 302, PSYCH 311, PSYCH 342, or PSYCH 350. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning).",True,2022-08-27T18:46:29.1140019,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,83.0,Flexible,2022-09-12T10:00:00,2020-09-02T01:00:00,True,False,0,[],[],True,False,[],2022-06-22T13:00:00,2022-09-07T09:00:00,10.0
219,479319,SCM361 OnlineTutor,Online Student,"<p><span> </span><span>Online Tutor is needed for the SCM 361: Operations Management. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span><span> </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p><p><span> </span><span> </span></p>",Online Tutor is needed for the SCM 361: Operations Management. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-08-27T18:46:13.2162541,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,98.0,Flexible,2022-09-12T18:00:00,2019-08-01T01:00:00,True,False,0,[],[],False,True,[],2022-08-24T14:00:00,2022-09-08T11:00:00,10.0
220,404695,PSYCH350 OnlineTutor,Online Student,"<p><span>Online Tutor is needed for the PSYCH 350: </span>Social Psychology<span>. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span><span> </span></p>","Tutor is needed for the PSYCH 350: Social Psychology class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:46:11.6373986,Casey McDaniel,Expected to have 10 hours of availability,100.0,100.0,Hours worked may vary according to student demand,2022-09-13T03:00:00,2019-06-25T01:00:00,True,False,0,[],[],False,True,[],2022-08-23T03:00:00,2022-09-12T03:00:00,10.0
221,345200,PSYCHCourses OnlineTutor,Online Student,"<p><span><span>Online tutor</span><span> that can help students in any of the following classes is needed: PSYCH 111, PSYCH 112, PSYCH 201, PSYCH 302, PSYCH 311, PSYCH 342, or PSYCH 350. </span><span>Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></span></p><p><span> </span></p><p><span> </span></p><p><span><span>Hiring Requirements: Applicants must be living in Idaho or Utah and must have received an A- or better in the classes. </span><span>Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></span></p><p><span><span> Please indicate which PSYCH courses you can tutor, from the list above, on your application.Our office may contact you by phone or text during the hiring process.</span></span></p><p><span> </span></p><p><span><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></span></p><p><span> </span></p><p><span><span>Please provide your </span><u>unofficial academic transcript</u><span> from BYUI by attaching it to this application by doing the following:</span></span></p><p><span><span>1. Sign into the BYUI website</span></span></p><p><span><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></span></p><p><span><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></span></p><p><span><span>4. Select &#34;Records&#34;</span></span></p><p><span><span>5. Then, click on &#34;transcript request&#34;</span></span></p><p><span><span>6. On the left click &#34;view unofficial transcript&#34;</span></span></p><p><span><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></span></p><p><span><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></span></p><p><span><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></span></p><p></p>","Looking for tutors that can help students in any of the following classes: PSYCH 111, PSYCH 112, PSYCH 201, PSYCH 302, PSYCH 311, PSYCH 342, or PSYCH 350. Applicants must have received an A- or better in the class. Tutoring experience is prefered. Please indicate which PSYCH courses you can tutor, from the list above, on your application.Our office may contact you by phone or text during the hiring process.",True,2022-08-27T18:46:10.6296957,Casey McDaniel,1-10,100.0,99.0,Flexible,2022-09-13T04:00:00,2019-05-24T01:00:00,True,False,0,[],[],False,True,[],2022-06-22T09:00:00,2022-09-08T03:00:00,10.0
222,342227,PSYCH311 OnlineTutor,Online Student,"<p><span>Online Tutor is needed for the PSYCH 311. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span><span> </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","Tutor is needed for the PSYCH 311: History and Systems of Psychology class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:46:08.6348501,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,100.0,Flexible,2022-09-12T18:00:00,2019-05-03T01:00:00,True,False,0,[],[],False,True,[],2022-06-14T18:00:00,2022-09-10T18:00:00,10.0
223,341581,PSYCH311 OnlineTutor,Campus Student,"<p><span> Online Tutor is needed for PSYCH 311: History and Systems of Psychology. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning).  </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p><p><span> </span><span> </span></p>","Tutor is needed for PSYCH 311: History and Systems of Psychology. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:45:57.0555167,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,95.0,Flexible,2022-09-12T07:00:00,2018-10-24T01:00:00,True,False,0,[],[],True,False,[],2022-06-14T07:00:00,2022-09-10T07:00:00,10.0
224,340937,SCM361 OnlineTutor,Campus Student,"<p><span>Online Tutor is needed for the SCM 361: Operations Management. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span><span> </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>",Online Tutor is needed for the SCM 36: Operations Management. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-08-27T18:45:49.3447391,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,100.0,90.0,flexible,2022-09-12T12:00:00,2018-03-21T01:00:00,True,False,0,[],[],True,False,[],2022-08-24T09:00:00,2022-09-08T07:00:00,10.0
225,508534,PSYCH112 OnlineTutor,Online Student,"<p>An Online Tutor is needed for PSYCH 112: Career Development in Psychology. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. The position requires to be trained as a tutor, use I-Plan to help students in the class setup tutoring appointments, and tutor students who are struggling in the class. Please up-load your unofficial transcript to this application by following the steps below:</p><p>1. Sign into the BYUI website</p><p>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</p><p>3. There is a &#34;more&#34; arrow on this menu. Click on that.</p><p>4. Select &#34;Records&#34;</p><p>5. Then, click on &#34;transcript request&#34;</p><p>6. On the left click &#34;view unofficial transcript&#34;</p><p>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</p><p>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</p><p>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</p>","An Online Tutor is needed for PSYCH 112: Career Development in Psychology. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:31:17.0010449,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,100.0,Flexible,2022-09-12T18:00:00,2019-08-22T01:00:00,True,False,0,[],[],False,True,[],2022-06-14T18:00:00,2022-09-10T18:00:00,10.0
226,508533,PSYCH112 OnlineTutor,Campus Student,"<p><span> </span> <span>An online Tutor is needed for PSYCH 112: </span>Career Development in Psychology<span>. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p><p><span> </span></p>","An Online Tutor is needed for PSYCH 112: Career Development in Psychology. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on tutor load each week. Applicants must be living in Idaho or Utah.",True,2022-08-27T18:31:16.96979,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),100.0,95.0,Flexible,2022-09-12T18:00:00,2019-08-22T01:00:00,True,False,0,[],[],True,False,[],2022-06-14T18:00:00,2022-09-10T18:00:00,10.0
